customer_id,signup_date,region,currency_preference,segment,acquisition_channel,age_band,country,country_latitude,country_longitude
CUST0001157,21-03-2024 08:07,EU,EUR,Consumer,Affiliate,55+,Germany,51.1657,10.4515
CUST0001158,02-07-2024 18:11,APAC,USD,Consumer,Paid Search,18-24,Philippines,12.8797,121.774
CUST0001159,19-04-2024 09:20,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0001160,21-05-2025 03:12,EU,GBP,Consumer,Paid Search,55+,United Kingdom,55.3781,-3.436
CUST0001161,31-03-2024 11:28,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0001162,06-07-2025 03:14,EU,GBP,Consumer,Affiliate,18-24,United Kingdom,55.3781,-3.436
CUST0001163,22-07-2024 18:49,EU,EUR,Consumer,Affiliate,45-54,Germany,51.1657,10.4515
CUST0001164,22-03-2024 06:31,EU,EUR,Consumer,Organic,35-44,France,46.2276,2.2137
CUST0001165,13-06-2025 18:50,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0001166,06-04-2024 15:47,,USD,Consumer,Email,18-24,United States,39.8283,-98.5795
CUST0001167,25-03-2025 12:03,,USD,SOHO,Paid Search,35-44,United States,39.8283,-98.5795
CUST0001168,19-04-2025 23:18,EU,EUR,Consumer,Affiliate,25-34,Germany,51.1657,10.4515
CUST0001169,11-08-2024 20:08,EU,EUR,Consumer,Email,55+,Spain,40.4637,-3.7492
CUST0001170,28-02-2025 01:56,,USD,Consumer,Paid Search,35-44,United States,39.8283,-98.5795
CUST0001171,02-03-2024 20:57,LATAM,USD,Consumer,Email,35-44,Brazil,-14.235,-51.9253
CUST0001172,15-05-2024 05:33,EU,GBP,Consumer,Email,25-34,United Kingdom,55.3781,-3.436
CUST0001173,31-07-2025 06:11,LATAM,USD,Consumer,Paid Search,45-54,Brazil,-14.235,-51.9253
CUST0001174,20-03-2025 21:15,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0001175,12-02-2024 14:34,EU,GBP,SMB,Retail Media,45-54,United Kingdom,55.3781,-3.436
CUST0001176,17-03-2025 23:38,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001177,31-01-2024 04:44,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0001178,23-07-2024 18:17,,USD,SOHO,Affiliate,35-44,United States,39.8283,-98.5795
CUST0001179,12-01-2024 00:59,,USD,Consumer,Organic,18-24,Canada,56.1304,-106.3468
CUST0001180,25-05-2025 19:00,,USD,SOHO,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001181,30-07-2025 14:31,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0001182,08-01-2025 23:20,EU,EUR,SMB,Organic,25-34,France,46.2276,2.2137
CUST0001183,24-04-2025 20:38,APAC,USD,Consumer,Email,25-34,Philippines,12.8797,121.774
CUST0001184,25-04-2024 22:19,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0001185,21-08-2024 04:19,,USD,SMB,Social,35-44,United States,39.8283,-98.5795
CUST0001186,14-05-2024 14:49,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0001187,09-08-2025 12:55,APAC,USD,Consumer,Social,18-24,Philippines,12.8797,121.774
CUST0001188,03-12-2024 01:35,APAC,AUD,SOHO,Social,45-54,Australia,-25.2744,133.7751
CUST0001189,05-11-2024 01:53,,USD,Consumer,Social,55+,United States,39.8283,-98.5795
CUST0001190,05-06-2025 00:01,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0001191,29-06-2024 09:42,,USD,SOHO,Email,25-34,United States,39.8283,-98.5795
CUST0001192,15-06-2025 18:55,,USD,Consumer,Affiliate,35-44,United States,39.8283,-98.5795
CUST0001193,03-07-2025 05:31,APAC,USD,SOHO,Organic,35-44,Philippines,12.8797,121.774
CUST0001194,19-04-2024 21:56,,USD,Enterprise,Retail Media,35-44,Canada,56.1304,-106.3468
CUST0001195,18-12-2024 05:49,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0001196,11-06-2024 10:22,EU,EUR,Consumer,Paid Search,25-34,Netherlands,52.1326,5.2913
CUST0001197,13-06-2025 10:57,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0001198,31-12-2024 05:33,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0001199,03-07-2025 07:00,EU,EUR,SMB,Social,25-34,Netherlands,52.1326,5.2913
CUST0001200,29-04-2024 11:02,EU,EUR,Consumer,Email,18-24,Germany,51.1657,10.4515
CUST0001201,10-07-2024 15:45,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0001202,20-04-2025 19:00,,USD,SOHO,Organic,35-44,United States,39.8283,-98.5795
CUST0001203,04-05-2024 10:10,,USD,SMB,Email,35-44,United States,39.8283,-98.5795
CUST0001204,23-04-2024 11:03,,USD,Consumer,Affiliate,55+,United States,39.8283,-98.5795
CUST0001205,11-03-2024 13:38,EU,EUR,Consumer,Social,25-34,France,46.2276,2.2137
CUST0001206,02-01-2025 08:14,,USD,SOHO,Social,55+,Canada,56.1304,-106.3468
CUST0001207,27-06-2025 18:49,APAC,USD,SMB,Organic,35-44,Philippines,12.8797,121.774
CUST0001208,22-04-2025 12:58,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0001209,28-03-2024 18:29,EU,EUR,Consumer,Social,45-54,Netherlands,52.1326,5.2913
CUST0001210,18-08-2024 10:07,EU,EUR,Consumer,Affiliate,35-44,Spain,40.4637,-3.7492
CUST0001211,31-03-2025 15:29,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001212,11-03-2025 07:52,EU,GBP,Consumer,Social,45-54,United Kingdom,55.3781,-3.436
CUST0001213,17-09-2024 01:14,,USD,SMB,Social,35-44,United States,39.8283,-98.5795
CUST0001214,03-03-2024 11:21,APAC,AUD,SMB,Email,35-44,Australia,-25.2744,133.7751
CUST0001215,08-07-2024 23:18,APAC,USD,Enterprise,Organic,45-54,Philippines,12.8797,121.774
CUST0001216,14-05-2024 07:57,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0001217,11-07-2024 15:19,,USD,SOHO,Email,35-44,Canada,56.1304,-106.3468
CUST0001218,03-05-2024 17:05,APAC,AUD,SMB,Social,45-54,Australia,-25.2744,133.7751
CUST0001219,22-05-2025 10:28,EU,GBP,SOHO,Retail Media,25-34,United Kingdom,55.3781,-3.436
CUST0001220,27-11-2024 04:25,EU,EUR,Consumer,Affiliate,18-24,France,46.2276,2.2137
CUST0001221,23-04-2024 18:06,EU,EUR,Consumer,Social,45-54,Germany,51.1657,10.4515
CUST0001222,21-01-2024 21:31,,USD,SMB,Retail Media,18-24,United States,39.8283,-98.5795
CUST0001223,04-03-2025 00:53,,USD,Consumer,Paid Search,35-44,United States,39.8283,-98.5795
CUST0001224,06-04-2025 22:17,,USD,SMB,Paid Search,55+,United States,39.8283,-98.5795
CUST0001225,08-04-2024 13:11,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0001226,06-06-2025 00:39,,USD,SOHO,Paid Search,18-24,United States,39.8283,-98.5795
CUST0001227,14-05-2024 11:23,EU,EUR,Consumer,Paid Search,25-34,Netherlands,52.1326,5.2913
CUST0001228,23-06-2024 02:43,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0001229,07-11-2024 00:51,APAC,AUD,Consumer,Organic,55+,Australia,-25.2744,133.7751
CUST0001230,04-03-2024 22:53,EU,EUR,SMB,Paid Search,35-44,France,46.2276,2.2137
CUST0001231,29-08-2025 14:50,EU,GBP,Consumer,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0001232,26-01-2024 23:31,APAC,USD,Consumer,Retail Media,35-44,Philippines,12.8797,121.774
CUST0001233,21-08-2024 06:36,,USD,Consumer,Email,45-54,United States,39.8283,-98.5795
CUST0001234,16-11-2024 13:17,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0001235,29-05-2024 13:05,,USD,Consumer,Paid Search,35-44,Canada,56.1304,-106.3468
CUST0001236,24-07-2025 09:32,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0001237,30-03-2024 10:21,,USD,SMB,Email,45-54,United States,39.8283,-98.5795
CUST0001238,19-09-2024 10:31,EU,EUR,Consumer,Email,25-34,Germany,51.1657,10.4515
CUST0001239,06-04-2024 17:39,,USD,SOHO,Organic,25-34,United States,39.8283,-98.5795
CUST0001240,28-04-2025 07:38,EU,GBP,Consumer,Organic,45-54,United Kingdom,55.3781,-3.436
CUST0001241,22-10-2024 18:22,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0001242,19-04-2024 09:22,EU,EUR,SMB,Email,25-34,Netherlands,52.1326,5.2913
CUST0001243,18-09-2024 19:31,,USD,Consumer,Email,55+,Canada,56.1304,-106.3468
CUST0001244,03-03-2025 13:22,APAC,AUD,SMB,Affiliate,35-44,Australia,-25.2744,133.7751
CUST0001245,23-05-2025 08:35,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0001246,26-03-2024 14:15,EU,EUR,Consumer,Email,35-44,Netherlands,52.1326,5.2913
CUST0001247,17-03-2025 11:12,,USD,SMB,Paid Search,45-54,United States,39.8283,-98.5795
CUST0001248,28-11-2024 01:05,EU,EUR,SOHO,Email,35-44,Netherlands,52.1326,5.2913
CUST0001249,01-05-2025 07:58,,USD,Consumer,Retail Media,25-34,Canada,56.1304,-106.3468
CUST0001250,04-10-2024 03:32,,USD,Consumer,Social,35-44,Canada,56.1304,-106.3468
CUST0001251,05-10-2024 11:56,EU,GBP,SOHO,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0001252,06-02-2025 21:26,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0001253,19-10-2024 17:28,EU,EUR,SOHO,Email,25-34,France,46.2276,2.2137
CUST0001254,16-12-2024 04:32,,USD,Consumer,Social,35-44,Canada,56.1304,-106.3468
CUST0001255,13-04-2024 08:37,,USD,Consumer,Affiliate,18-24,United States,39.8283,-98.5795
CUST0001256,26-10-2024 00:48,,USD,Enterprise,Affiliate,35-44,Canada,56.1304,-106.3468
CUST0001257,03-05-2024 12:56,,USD,Consumer,Paid Search,55+,United States,39.8283,-98.5795
CUST0001258,31-12-2024 03:37,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0001259,24-05-2025 04:42,,USD,SMB,Email,25-34,United States,39.8283,-98.5795
CUST0001260,24-02-2025 16:20,,USD,Consumer,Retail Media,35-44,United States,39.8283,-98.5795
CUST0001261,10-05-2024 21:30,EU,GBP,Consumer,Organic,45-54,United Kingdom,55.3781,-3.436
CUST0001262,30-03-2025 21:21,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0001263,15-03-2025 04:07,LATAM,USD,Consumer,Organic,35-44,Brazil,-14.235,-51.9253
CUST0001264,01-02-2024 00:55,EU,GBP,Consumer,Affiliate,45-54,United Kingdom,55.3781,-3.436
CUST0001265,02-01-2025 17:40,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0001266,23-07-2024 11:45,APAC,AUD,Consumer,Organic,35-44,Australia,-25.2744,133.7751
CUST0001267,17-06-2025 23:57,EU,EUR,Consumer,Organic,25-34,Netherlands,52.1326,5.2913
CUST0001268,15-08-2025 06:00,,USD,SOHO,Social,55+,Canada,56.1304,-106.3468
CUST0001269,06-10-2024 10:54,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0001270,15-11-2024 05:11,EU,EUR,Consumer,Paid Search,25-34,Netherlands,52.1326,5.2913
CUST0001271,22-04-2024 03:07,,USD,SMB,Organic,25-34,Canada,56.1304,-106.3468
CUST0001272,12-04-2024 20:42,,USD,Consumer,Affiliate,35-44,United States,39.8283,-98.5795
CUST0001273,05-06-2025 19:21,,USD,SOHO,Social,45-54,United States,39.8283,-98.5795
CUST0001274,02-07-2024 14:31,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0001275,08-08-2024 12:35,,USD,SMB,Social,45-54,United States,39.8283,-98.5795
CUST0001276,11-07-2024 00:47,EU,EUR,SMB,Paid Search,45-54,Spain,40.4637,-3.7492
CUST0001277,17-03-2024 02:35,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0001278,24-01-2024 04:12,APAC,USD,Consumer,Organic,45-54,Philippines,12.8797,121.774
CUST0001279,05-04-2025 20:08,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0001280,19-06-2025 12:47,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001281,10-04-2025 13:49,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0001282,18-07-2024 21:43,EU,GBP,SOHO,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0001283,07-06-2025 00:28,,USD,Consumer,Retail Media,25-34,Canada,56.1304,-106.3468
CUST0001284,08-06-2024 17:19,,USD,Consumer,Social,35-44,Canada,56.1304,-106.3468
CUST0001285,05-03-2025 18:37,,USD,SOHO,Email,45-54,United States,39.8283,-98.5795
CUST0001286,20-02-2025 10:59,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0001287,02-08-2024 00:54,,USD,SMB,Email,25-34,United States,39.8283,-98.5795
CUST0001288,27-01-2025 01:07,APAC,AUD,SMB,Social,35-44,Australia,-25.2744,133.7751
CUST0001289,05-05-2025 20:55,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0001290,17-12-2024 13:30,EU,EUR,Consumer,Paid Search,18-24,France,46.2276,2.2137
CUST0001291,02-05-2024 00:41,APAC,AUD,Consumer,Email,25-34,Australia,-25.2744,133.7751
CUST0001292,24-10-2024 04:33,APAC,USD,SOHO,Organic,35-44,Philippines,12.8797,121.774
CUST0001293,21-11-2024 02:23,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0001294,18-08-2024 06:13,,USD,SOHO,Affiliate,25-34,United States,39.8283,-98.5795
CUST0001295,10-05-2025 16:30,APAC,AUD,SMB,Organic,25-34,Australia,-25.2744,133.7751
CUST0001296,24-09-2024 03:38,APAC,AUD,Consumer,Email,18-24,Australia,-25.2744,133.7751
CUST0001297,31-08-2024 04:44,EU,EUR,SMB,Paid Search,18-24,Germany,51.1657,10.4515
CUST0001298,09-01-2025 23:58,APAC,USD,Consumer,Retail Media,25-34,Philippines,12.8797,121.774
CUST0001299,14-02-2025 08:06,EU,EUR,SMB,Social,35-44,Spain,40.4637,-3.7492
CUST0001300,01-11-2024 11:59,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0001301,24-07-2024 22:57,,USD,SOHO,Organic,35-44,United States,39.8283,-98.5795
CUST0001302,23-02-2024 22:43,EU,GBP,Consumer,Affiliate,25-34,United Kingdom,55.3781,-3.436
CUST0001303,09-05-2024 01:08,,USD,SMB,Retail Media,25-34,Canada,56.1304,-106.3468
CUST0001304,08-06-2024 05:34,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0001305,23-08-2025 20:19,APAC,AUD,Consumer,Social,25-34,Australia,-25.2744,133.7751
CUST0001306,04-06-2024 09:45,APAC,AUD,Consumer,Organic,18-24,Australia,-25.2744,133.7751
CUST0001307,29-08-2025 16:48,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0001308,20-03-2025 13:41,APAC,AUD,SOHO,Social,55+,Australia,-25.2744,133.7751
CUST0001309,18-10-2024 01:04,APAC,USD,SMB,Organic,25-34,Philippines,12.8797,121.774
CUST0001310,20-03-2024 08:54,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0001311,19-11-2024 02:10,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0001312,12-01-2024 12:48,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0001313,12-08-2024 07:00,EU,EUR,Consumer,Organic,45-54,Netherlands,52.1326,5.2913
CUST0001314,05-04-2025 11:34,LATAM,USD,Consumer,Affiliate,18-24,Brazil,-14.235,-51.9253
CUST0001315,10-05-2024 16:42,EU,EUR,Consumer,Retail Media,25-34,France,46.2276,2.2137
CUST0001316,03-03-2025 07:18,,USD,Consumer,Affiliate,55+,Canada,56.1304,-106.3468
CUST0001317,30-05-2024 01:41,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0001318,02-05-2024 10:53,EU,GBP,Enterprise,Email,18-24,United Kingdom,55.3781,-3.436
CUST0001319,17-08-2025 15:25,,USD,Consumer,Email,18-24,United States,39.8283,-98.5795
CUST0001320,27-12-2024 02:38,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0001321,07-03-2024 23:17,,USD,SOHO,Organic,45-54,United States,39.8283,-98.5795
CUST0001322,20-04-2025 00:29,EU,GBP,SOHO,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0001323,28-12-2024 06:10,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0001324,02-11-2024 06:18,APAC,USD,Consumer,Paid Search,45-54,Philippines,12.8797,121.774
CUST0001325,03-12-2024 14:21,,USD,SMB,Organic,25-34,United States,39.8283,-98.5795
CUST0001326,29-01-2025 23:08,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001327,18-10-2024 12:00,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0001328,03-02-2025 13:22,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0001329,02-06-2025 11:54,,USD,Consumer,Paid Search,35-44,United States,39.8283,-98.5795
CUST0001330,20-02-2025 06:43,EU,EUR,Consumer,Paid Search,45-54,Germany,51.1657,10.4515
CUST0001331,03-03-2024 11:41,LATAM,USD,SOHO,Email,45-54,Brazil,-14.235,-51.9253
CUST0001332,25-12-2024 03:22,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001333,08-07-2024 21:06,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0001334,19-04-2024 02:45,EU,EUR,Consumer,Paid Search,25-34,Spain,40.4637,-3.7492
CUST0001335,15-05-2024 06:10,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0001336,22-03-2024 06:38,EU,GBP,SOHO,Retail Media,35-44,United Kingdom,55.3781,-3.436
CUST0001337,15-08-2024 11:57,EU,EUR,Consumer,Retail Media,25-34,Germany,51.1657,10.4515
CUST0001338,28-11-2024 17:11,EU,EUR,SMB,Organic,25-34,Germany,51.1657,10.4515
CUST0001339,01-09-2024 06:31,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0001340,03-12-2024 01:33,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0001341,24-05-2024 12:12,EU,EUR,SMB,Organic,35-44,Germany,51.1657,10.4515
CUST0001342,04-01-2025 07:29,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0001343,07-10-2024 05:12,,USD,Consumer,Paid Search,35-44,Canada,56.1304,-106.3468
CUST0001344,10-04-2024 03:33,EU,EUR,SOHO,Social,45-54,France,46.2276,2.2137
CUST0001345,07-06-2024 11:06,EU,EUR,Consumer,Organic,45-54,France,46.2276,2.2137
CUST0001346,20-09-2024 10:45,EU,EUR,SMB,Organic,25-34,Netherlands,52.1326,5.2913
CUST0001347,15-05-2024 12:11,APAC,AUD,Enterprise,Organic,25-34,Australia,-25.2744,133.7751
CUST0001348,13-06-2024 21:16,,USD,Consumer,Affiliate,35-44,United States,39.8283,-98.5795
CUST0001349,23-02-2025 13:05,APAC,USD,Consumer,Social,25-34,Philippines,12.8797,121.774
CUST0001350,26-04-2024 09:04,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0001351,08-04-2025 17:27,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0001352,08-06-2024 12:03,,USD,SOHO,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0001353,07-05-2025 06:16,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0001354,27-06-2025 13:00,EU,EUR,Consumer,Organic,35-44,France,46.2276,2.2137
CUST0001355,09-01-2024 03:27,,USD,Consumer,Retail Media,25-34,United States,39.8283,-98.5795
CUST0001356,20-08-2025 15:40,EU,GBP,Consumer,Retail Media,18-24,United Kingdom,55.3781,-3.436
CUST0001357,11-03-2025 17:22,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0001358,08-06-2024 08:46,APAC,USD,SOHO,Organic,25-34,Philippines,12.8797,121.774
CUST0001359,11-06-2024 04:36,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001360,18-05-2025 23:10,EU,EUR,SOHO,Organic,55+,Netherlands,52.1326,5.2913
CUST0001361,03-04-2025 21:34,EU,GBP,SOHO,Social,35-44,United Kingdom,55.3781,-3.436
CUST0001362,14-05-2025 17:50,EU,EUR,SOHO,Email,18-24,Spain,40.4637,-3.7492
CUST0001363,06-11-2024 01:59,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0001364,29-04-2024 19:59,APAC,AUD,SOHO,Email,35-44,Australia,-25.2744,133.7751
CUST0001365,04-03-2025 06:38,EU,EUR,Consumer,Paid Search,25-34,Germany,51.1657,10.4515
CUST0001366,10-06-2024 08:53,,USD,SOHO,Paid Search,18-24,United States,39.8283,-98.5795
CUST0001367,27-11-2024 21:47,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001368,11-09-2024 12:00,EU,EUR,Consumer,Affiliate,18-24,Netherlands,52.1326,5.2913
CUST0001369,04-12-2024 07:10,EU,EUR,SOHO,Organic,35-44,Spain,40.4637,-3.7492
CUST0001370,16-06-2024 17:59,EU,EUR,Consumer,Email,35-44,France,46.2276,2.2137
CUST0001371,28-06-2025 11:59,,USD,Consumer,Email,18-24,United States,39.8283,-98.5795
CUST0001372,03-05-2024 11:43,EU,EUR,Enterprise,Organic,25-34,France,46.2276,2.2137
CUST0001373,11-07-2024 14:46,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0001374,30-04-2025 05:44,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0001375,21-05-2025 02:55,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0001376,02-08-2025 19:31,LATAM,USD,Consumer,Organic,25-34,Brazil,-14.235,-51.9253
CUST0001377,13-01-2025 17:31,,USD,Consumer,Organic,55+,United States,39.8283,-98.5795
CUST0001378,12-05-2024 22:08,EU,GBP,Consumer,Social,18-24,United Kingdom,55.3781,-3.436
CUST0001379,27-03-2024 05:20,EU,EUR,Consumer,Affiliate,55+,France,46.2276,2.2137
CUST0001380,24-07-2025 05:25,EU,EUR,Consumer,Affiliate,18-24,Germany,51.1657,10.4515
CUST0001381,28-08-2024 23:24,,USD,SOHO,Email,25-34,United States,39.8283,-98.5795
CUST0001382,09-06-2024 04:11,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0001383,12-07-2024 07:14,EU,EUR,Enterprise,Email,25-34,Netherlands,52.1326,5.2913
CUST0001384,04-03-2025 03:49,EU,EUR,Consumer,Organic,25-34,France,46.2276,2.2137
CUST0001385,01-01-2024 21:10,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0001386,30-09-2024 19:09,APAC,USD,Consumer,Social,55+,Philippines,12.8797,121.774
CUST0001387,22-07-2024 02:14,,USD,Consumer,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0001388,05-03-2024 13:44,,USD,Enterprise,Email,35-44,United States,39.8283,-98.5795
CUST0001389,29-05-2025 22:16,EU,GBP,SMB,Social,35-44,United Kingdom,55.3781,-3.436
CUST0001390,08-07-2025 01:59,EU,EUR,Consumer,Social,45-54,France,46.2276,2.2137
CUST0001391,31-05-2024 04:09,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0001392,11-12-2024 03:56,,USD,SOHO,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0001393,27-11-2024 13:12,APAC,AUD,Consumer,Organic,18-24,Australia,-25.2744,133.7751
CUST0001394,25-08-2025 13:02,EU,EUR,Consumer,Email,25-34,Germany,51.1657,10.4515
CUST0001395,04-05-2025 11:26,EU,EUR,SMB,Organic,25-34,Spain,40.4637,-3.7492
CUST0001396,08-07-2024 06:51,,USD,SMB,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001397,12-04-2024 13:22,,USD,Enterprise,Paid Search,18-24,United States,39.8283,-98.5795
CUST0001398,09-10-2024 22:05,EU,EUR,SOHO,Organic,55+,Germany,51.1657,10.4515
CUST0001399,23-02-2025 13:16,,USD,SOHO,Paid Search,55+,United States,39.8283,-98.5795
CUST0001400,13-03-2025 07:27,,USD,Consumer,Paid Search,18-24,United States,39.8283,-98.5795
CUST0001401,04-08-2024 10:15,EU,EUR,Consumer,Email,25-34,Spain,40.4637,-3.7492
CUST0001402,23-06-2024 19:51,APAC,USD,Consumer,Paid Search,25-34,Philippines,12.8797,121.774
CUST0001403,14-04-2025 15:11,EU,EUR,SOHO,Paid Search,25-34,Germany,51.1657,10.4515
CUST0001404,16-08-2025 20:41,,USD,SOHO,Social,25-34,United States,39.8283,-98.5795
CUST0001405,10-05-2025 20:48,,USD,SMB,Social,55+,United States,39.8283,-98.5795
CUST0001406,14-04-2024 03:15,,USD,SMB,Organic,18-24,United States,39.8283,-98.5795
CUST0001407,18-04-2025 10:57,,USD,SMB,Paid Search,25-34,United States,39.8283,-98.5795
CUST0001408,22-11-2024 00:37,APAC,USD,Enterprise,Email,18-24,Philippines,12.8797,121.774
CUST0001409,09-12-2024 11:37,,USD,Consumer,Organic,55+,United States,39.8283,-98.5795
CUST0001410,11-08-2025 07:52,EU,EUR,SOHO,Paid Search,55+,France,46.2276,2.2137
CUST0001411,23-01-2024 17:02,,USD,Consumer,Paid Search,35-44,United States,39.8283,-98.5795
CUST0001412,02-04-2024 10:13,EU,EUR,Consumer,Paid Search,25-34,Netherlands,52.1326,5.2913
CUST0001413,08-01-2024 01:46,,USD,Enterprise,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0001414,14-08-2025 10:33,APAC,USD,SMB,Social,25-34,Philippines,12.8797,121.774
CUST0001415,25-07-2025 04:10,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0001416,10-10-2024 21:16,EU,EUR,Consumer,Affiliate,45-54,Germany,51.1657,10.4515
CUST0001417,13-03-2025 10:49,,USD,SOHO,Organic,25-34,United States,39.8283,-98.5795
CUST0001418,13-02-2025 15:37,APAC,AUD,Consumer,Email,25-34,Australia,-25.2744,133.7751
CUST0001419,02-01-2025 00:53,EU,EUR,SMB,Organic,35-44,Germany,51.1657,10.4515
CUST0001420,17-03-2024 00:53,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0001421,24-08-2024 16:23,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0001422,05-08-2024 15:16,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0001423,26-06-2025 04:48,EU,GBP,Consumer,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0001424,20-04-2025 06:02,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0001425,12-03-2024 18:50,,USD,SMB,Organic,55+,Canada,56.1304,-106.3468
CUST0001426,01-09-2024 09:40,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
